date,close,high,low,open,volume,daily_return,ma_5,ma_20,ma_60,volatility_20,momentum_5
2015-03-30,0.517119824886322,0.5197692312508186,0.5106166425693065,0.5173606643490677,253252000,0.004209637127867483,0.5166862845420838,0.5414825081825256,0.5113493452469507,0.019959084488695836,-0.054601427082753284
2015-03-31,0.5041136145591736,0.5161564513823578,0.5036319355411116,0.5156747723642958,357276000,-0.025151250641004874,0.5096051216125488,0.5399771511554718,0.5117014850179354,0.020291167531670214,-0.06562472587822266
2015-04-01,0.5060403943061829,0.5077263853571264,0.49736954216935647,0.5060403943061829,330768000,0.003822114085718864,0.5094605922698975,0.5382670611143112,0.5122216989596685,0.020088631343959114,-0.0014260051636818538
2015-04-02,0.5072445273399353,0.5103756692333793,0.5029091310238779,0.5089305179864437,192204000,0.0023795195942872827,0.5098940849304199,0.5360993355512619,0.5130019143223763,0.01945099901192766,0.004291351670746568
2015-04-06,0.5219370722770691,0.5236230637327344,0.49977822898870744,0.5050770428708621,515864000,0.028965408486876454,0.5112910866737366,0.535039559006691,0.5140469993154207,0.020629074135101053,0.013564386300906284
2015-04-07,0.5265132188796997,0.532293767584009,0.5190466217712377,0.5219369248357728,413964000,0.008767621320068697,0.5131697654724121,0.5341363459825516,0.5148804366588593,0.020743187289150925,0.01816483055052598
2015-04-08,0.5303670167922974,0.5322939051415285,0.5219370597168349,0.5269950339621123,366432000,0.007319470384423932,0.5184204459190369,0.5329561531543732,0.5157461106777191,0.02038717559995076,0.05207834399807143
2015-04-09,0.5426506996154785,0.5443366908722693,0.52603156910955,0.5262724085963,379432000,0.02316072160270055,0.525742506980896,0.5325346529483795,0.5169164851307869,0.021123754374887744,0.07234660655794278
2015-04-10,0.5481904149055481,0.5484312543945481,0.5412055529016089,0.5431324410879219,258728000,0.010208620930545198,0.5339316844940185,0.5326430529356003,0.518191185593605,0.021151987223094516,0.08072218695061939
2015-04-13,0.5431326031684875,0.5501174098320482,0.5407239778606263,0.5469862658415742,236724000,-0.009226377549727882,0.5381707906723022,0.5324624300003051,0.5193495973944664,0.02125940606301641,0.04060936081613842
2015-04-14,0.5385561585426331,0.5431324534867283,0.5332572876902716,0.5409647257619297,220276000,-0.008426017144168352,0.5405793786048889,0.531727808713913,0.5204877197742462,0.021140583488944795,0.0228730053322459
2015-04-15,0.545059323310852,0.5491538821342921,0.5373518846874495,0.5400013490156808,243560000,0.012075184110450055,0.5435178399085998,0.5309811621904373,0.5215902661283811,0.02113681744152822,0.027702149744180726
2015-04-16,0.5416870713233948,0.5465042037135525,0.537833353926319,0.5419279107154783,155284000,-0.006186944875969158,0.5433251142501831,0.5305235296487808,0.5226126169164975,0.020872514736484087,-0.0017757800602976603
2015-04-17,0.534702479839325,0.5400013510913795,0.5301261845500405,0.530367024062705,293636000,-0.012894144707950583,0.5406275272369385,0.5292951613664627,0.5234065875411034,0.020691364452515196,-0.024604470817949475
2015-04-20,0.5320529937744141,0.5404829497113476,0.5310895210175348,0.5371109673365742,231624000,-0.004955065975581485,0.5384116053581238,0.5276332527399064,0.5240164399147034,0.020476895301973635,-0.02039945554628475
2015-04-21,0.5313305854797363,0.5385562888864232,0.5286811206999342,0.5385562888864232,230456000,-0.0013577750771646135,0.5369664907455445,0.5268504798412323,0.5245902612805367,0.019258686032062537,-0.013416563803577253
2015-04-22,0.5373519062995911,0.5380744822886454,0.5262724843671298,0.5344616597681524,207420000,0.011332531919686417,0.5354250073432922,0.5267421036958695,0.5253004218141238,0.01922369176777862,-0.01414051036581454
2015-04-23,0.5351842641830444,0.5402422969177998,0.5214554330382842,0.5274768814380636,259380000,-0.004033933984665339,0.5341244459152221,0.5281631648540497,0.5263703505198161,0.012964395551126695,-0.012004730193141522
2015-04-24,0.5306076407432556,0.5351838761906828,0.5245861967088437,0.5349430368052251,240960000,-0.00855149103977304,0.5333054780960083,0.5294396936893463,0.5274919653932254,0.013145961275640092,-0.00765816365261629
