date,close,high,low,open,volume
2025-01-02,48.197120666503906,49.34443584814341,47.96177194833272,48.991414641257116,828800
2025-01-03,47.942169189453125,48.52073101171326,47.14787504991653,47.84410938530398,1402200
2025-01-06,49.43269729614258,50.73691427921835,48.44227988989206,48.59917780793397,1763600
2025-01-07,47.942169189453125,49.844560812177164,47.55973071623302,48.92278219391154,1785800
2025-01-08,46.64775466918945,47.71662286413357,46.49085675712157,47.71662286413357,1420000
2025-01-10,45.98094177246094,47.12826089772861,44.617890336523175,45.92210738806984,1666900
2025-01-13,47.53030776977539,47.72642735433415,45.627916377328525,45.627916377328525,1824900
2025-01-14,48.13829040527344,48.461890737218845,47.471473292531975,48.00100518925165,1187900
2025-01-15,50.609432220458984,50.99187065182909,49.07967475423723,49.50133859927128,1442900
2025-01-16,50.06821060180664,50.60943460050733,49.536825401409416,50.43230620037492,874400
2025-01-17,49.79267501831055,50.73736106211451,49.44826077316528,50.65863566103345,739200
2025-01-21,50.855445861816406,51.554116910367505,50.28469796040817,50.95384886020842,1224700
2025-01-22,49.46793746948242,50.85544062541266,49.3104904359667,50.85544062541266,1182100
2025-01-23,49.52698516845703,50.284696492389095,49.07432162910109,49.2711313739732,698700
2025-01-24,49.11368942260742,50.225661405702986,48.78895650064779,49.851723227046826,828900
2025-01-27,48.798789978027344,49.73363344580315,48.68070563326803,49.113684066607924,917500
2025-01-28,49.53682327270508,49.85171735855685,48.296928278892956,48.71022535888579,726400
2025-01-29,49.11368942260742,49.74347766844893,48.58230418249088,49.35970069075389,707800
2025-01-30,48.20836639404297,49.49746294673298,47.70650133989357,49.49746294673298,720000
2025-01-31,47.716346740722656,48.592146245888586,47.64746013280822,48.2772521261398,1073300
2025-02-03,46.87990188598633,48.228042447143,46.74213619045941,47.24399747471227,945600
2025-02-04,47.175113677978516,47.59825330791858,46.61420835528282,46.81101809657669,663300
2025-02-05,47.893463134765625,47.90330568584114,46.67324956973764,47.32271904888695,838600
2025-02-06,49.34001159667969,50.048525138992375,48.11979800028946,48.21820099057357,1662800
2025-02-07,48.83815002441406,49.81235238496343,48.52325595294018,49.56634115700987,1307100
2025-02-10,49.98948287963867,51.53443315609845,49.71395149392618,51.51475180657133,1389800
2025-02-11,49.03496170043945,50.78656051164511,49.005437799308474,50.73735901487159,1202700
2025-02-12,49.241607666015625,49.69426741881152,47.765540316942015,48.30676426083566,1243700
2025-02-13,50.658634185791016,50.84560137716319,49.162885393312685,49.330174988821376,900500
2025-02-14,51.66236114501953,51.7312439929062,50.7767191667143,51.05225431209463,1096600
2025-02-18,52.20358657836914,52.56768217784762,51.08177587728198,51.88869247819849,858100
2025-02-19,50.83576202392578,51.691880080313645,50.609432135631685,50.855443373407915,1069700
2025-02-20,50.028846740722656,51.780445597151534,49.467941404589055,50.86528346896857,948700
2025-02-21,48.985755920410156,51.347465278350334,48.93655442416839,51.199857035791496,928700
2025-02-24,49.2711296081543,50.13709020225636,48.94639673151198,49.4876206951382,931100
2025-02-25,49.20225143432617,49.940285205841064,48.8479946233856,49.39906119083025,840700
2025-02-26,49.11368942260742,50.481511472888336,49.025125215921335,49.526990305087196,621500
2025-02-27,48.24772262573242,49.18256607761297,47.94267109413824,48.99559888877029,832400
2025-02-28,47.667137145996094,48.651182119104604,47.027510165775766,48.28708653012788,1753800
2025-03-03,46.250118255615234,49.54666773613079,45.886022631059454,48.995604899794266,1450500
2025-03-04,44.49851989746094,45.64985084384246,43.111016479244334,45.37431942156328,1757900
2025-03-05,46.45676040649414,46.8897425796585,45.10861989876309,45.482558024541355,1316900
2025-03-06,45.708892822265625,46.48628930416497,45.216870302658535,45.96474288077439,1467600
2025-03-07,45.12830352783203,45.58096331916054,43.937609999141685,45.35463342349629,1710500
2025-03-10,42.53042221069336,44.409947838607614,41.939993012403484,43.95728432710201,1390300
2025-03-11,44.15409469604492,44.921652289497516,42.60914446541833,42.874837045401904,1466800
2025-03-12,43.68175506591797,44.95117396210331,43.56367072208298,44.67564257521047,1158200
2025-03-13,43.7801628112793,44.59691819267444,43.05196787440257,43.730957559213024,1311400
2025-03-14,45.600643157958984,45.64984465471903,44.44930861383922,44.68548105365447,1326400
2025-03-17,45.42351150512695,45.767925711551776,44.48866811847389,45.1676614880447,1174700
2025-03-18,45.61048126220703,45.96473803962615,44.86260876285942,45.413675278159545,984700
2025-03-19,46.11235046386719,46.43708337006551,45.50224359954978,46.004104910523125,1321300
2025-03-20,46.6043701171875,46.67325296439264,44.40995029691358,44.40995029691358,1327600
2025-03-21,45.846656799316406,46.64373460242059,45.12830439822271,45.42351714809448,4747000
2025-03-24,47.97219467163086,48.51341868126198,46.87990410003262,47.0963952054186,1568200
2025-03-25,47.75570297241211,48.66102633054102,47.60809847371206,47.76554552462572,1207900
2025-03-26,48.04107666015625,48.94640001328922,47.68681985909699,47.88362961011144,1068300
2025-03-27,47.608097076416016,48.19852256155483,47.076711887490866,47.75570157078388,777000
2025-03-28,45.44320297241211,47.43097452286469,45.22671184940382,47.23416475229662,801900
2025-03-31,45.45307159423828,45.6802908820235,43.5464366918568,44.69239535382554,1204300
2025-04-01,46.41133117675781,46.56939430955538,44.82081878318848,45.22585579651489,1484800
2025-04-02,46.470611572265625,46.57928069507324,44.97888705312568,45.48271593732047,1441500
2025-04-03,41.1162109375,45.4036776919953,40.79020737196137,43.64522485306466,2125500
2025-04-04,40.45432662963867,40.7902112931468,37.461000320911815,39.496066666699036,2010900
2025-04-07,40.16783142089844,41.81761888777642,37.55978786869408,38.60695846948257,2449900
2025-04-08,38.72550964355469,41.8571369974399,37.91543552438148,41.699073846589584,1598700
2025-04-09,43.26982498168945,44.67263864324489,38.379741182546596,38.616837776232906,2558400
2025-04-10,41.34342575073242,41.62991635421866,39.841827885852254,41.313790091241536,1886400
2025-04-11,41.38294219970703,41.679310098205995,39.51582029378906,41.343425474967894,1677500
2025-04-14,41.36318588256836,42.45975055290496,40.98778828455162,42.04483622819515,822200
2025-04-15,41.185367584228516,42.064597863181696,40.99766877062158,41.234765380698086,827000
2025-04-16,41.19524383544922,41.92628440806211,40.67165664855368,40.97790561566155,932400
2025-04-17,41.81761932373047,42.14362288689349,41.155727363273364,41.155727363273364,888400
2025-04-21,41.10633850097656,41.718832747322686,40.760572763191284,41.6299219882948,793900
2025-04-22,42.29180908203125,42.519024602170944,41.491612344434806,41.699069501711605,588300
2025-04-23,42.736358642578125,44.68251402771087,42.69684568575753,43.70449957086839,726900
2025-04-24,43.852684020996094,44.03050552617947,42.62769561698012,42.62769561698012,717300
2025-04-25,43.625465393066406,43.941591653496275,43.042606893800915,43.43776660359939,729500
2025-04-28,43.71438217163086,44.3960288081474,43.101887928593264,43.59583574974163,679300
2025-04-29,44.198448181152344,44.50469338713731,43.19079427668418,43.19079427668418,1063800
2025-04-30,44.00087356567383,44.14905565344166,42.48939064448646,42.76600399166091,887500
2025-05-01,44.801063537597656,45.15670655326695,44.09965857254022,44.29723844441456,1071600
2025-05-02,45.907508850097656,46.33230425136413,44.741791763160265,45.453074018809005,919700
2025-05-05,45.06779479980469,45.79883917896936,45.00852347752277,45.27525573335897,606800
2025-05-06,44.840576171875,45.35428228443951,44.62323795580325,44.652877383418115,642400
2025-05-07,44.49481964111328,45.2554997209389,44.12929554827943,45.13694953317092,618400
2025-05-08,45.59138107299805,46.04581212088572,44.65287954817092,44.92948909583777,724000
2025-05-09,45.532108306884766,45.89762862331425,44.939372454916814,45.43332025439766,378100
2025-05-12,47.853660583496094,48.82179780058307,47.17201398932373,48.130273908751356,896700
2025-05-13,47.25104904174805,48.25869925205301,47.18189288170486,48.01172534847337,841200
2025-05-14,47.28068542480469,47.88330236168649,46.875648367502244,47.28068542480469,712800
2025-05-15,47.44862365722656,47.646203527579644,46.80649378923226,46.81637108691476,626300
