date,close,high,low,open,volume,daily_return,momentum_5,momentum_20,ma_20_ratio,ma_5_20_spread,volatility_20
2025-02-03,8.800000190734863,8.954999923706055,8.494999885559082,8.5,1824700,-0.003397478282038291,-0.015659887720311794,0.035294140086454595,0.005511332522493584,0.004690043907872976,0.027944027182867138
2025-02-04,9.479999542236328,9.489999771118164,8.819999694824219,8.880000114440918,2766000,0.07727265190487231,0.055679290143424875,0.07727265190487231,-0.0630273929882803,0.012102435907018982,0.03186920263306233
2025-02-05,9.3100004196167,9.508000373840332,9.180000305175781,9.489999771118164,3319000,-0.01793239776671196,0.04606750771458268,0.027593817706531354,-0.044575780381619245,0.019898824963868078,0.031649509191918015
2025-02-06,9.1899995803833,9.350000381469727,9.140000343322754,9.289999961853027,1762000,-0.012889455835098595,0.02796420712911063,0.04431811149948062,-0.02997820869653478,0.023276692990980896,0.03103856170547985
2025-02-07,9.079999923706055,9.289999961853027,9.069999694824219,9.1899995803833,2471900,-0.011969495288340126,0.028312571026056332,0.020224754257405886,-0.017235688845896435,0.02784782480495429,0.03113090501949509
2025-02-10,9.15999984741211,9.220000267028809,9.024999618530273,9.180000305175781,1072900,0.008810564358837869,0.04090905100846176,0.04090905100846176,-0.023853711563072144,0.03383101431587132,0.03102345454605668
2025-02-11,9.09000015258789,9.1850004196167,8.90999984741211,9.079999923706055,1562800,-0.007641888208545722,-0.04113917810975298,0.06315788886627094,-0.013366369562325509,0.022021535015957827,0.03027461668744647
2025-02-12,9.3100004196167,9.3149995803833,8.956000328063965,8.979999542236328,1269600,0.02420244921185999,0.0,0.010857804674867966,-0.03614398863048174,0.02145206633122476,0.025413595506675348
2025-02-13,9.6899995803833,9.729999542236328,9.345000267028809,9.4399995803833,1864400,0.04081623454773653,0.054406966575633486,0.1112384499599337,-0.0689370251127358,0.0270450180901618,0.02351506668017427
2025-02-14,9.829999923706055,10.210000038146973,9.800000190734863,10.0,2718600,0.014447920473203535,0.08259911963676347,0.12214608069260269,-0.0767548432200158,0.03751861283221003,0.0235971969623561
2025-02-18,9.90999984741211,9.9399995803833,9.76200008392334,9.899999618530273,1777500,0.008138344285550492,0.08187773062156656,0.1390804672039616,-0.07810293004168445,0.04706656857196401,0.02340363647192297
2025-02-19,9.649999618530273,9.875,9.630000114440918,9.850000381469727,1440400,-0.026236148626150757,0.06160610082970708,0.08305272545353581,-0.04943003380454403,0.05505288097162353,0.024137037434847415
2025-02-20,9.529999732971191,9.6899995803833,9.350000381469727,9.59000015258789,1470000,-0.01243522179303036,0.02363043001490528,0.09666285306665579,-0.03305350713489508,0.05501898337146405,0.023510581328975516
2025-02-21,9.100000381469727,9.609999656677246,9.050000190734863,9.59000015258789,2068500,-0.04512060477963964,-0.06088743286511433,0.02708811897205954,0.013955985521757253,0.04085835609614552,0.025728800556341677
2025-02-24,8.729999542236328,9.239999771118164,8.670000076293945,9.100000381469727,2509500,-0.0406594311783578,-0.1119023794513937,-0.010204099285933577,0.05641470000004367,0.01751151854528188,0.02739947839832009
2025-02-25,8.34000015258789,8.75,8.244999885559082,8.6899995803833,3963900,-0.044673471947116794,-0.15842580413704122,-0.06711403310487463,0.10221819038815227,-0.01332608018660797,0.02891534516916763
2025-02-26,8.770000457763672,8.880000114440918,8.451000213623047,8.489999771118164,1548200,0.0515587886461073,-0.09119162648222245,-0.023385199908413257,0.046978271668197014,-0.03136570146436324,0.0313745734302813
2025-02-27,8.420000076293945,8.850000381469727,8.40999984741211,8.800000190734863,1052700,-0.0399088213456007,-0.1164742589485025,-0.05393253514718621,0.08764843963252944,-0.05306833648743747,0.03254429204836874
2025-02-28,8.680000305175781,8.699999809265137,8.300000190734863,8.390000343322754,1358300,0.030878886760803415,-0.04615385260303817,-0.02908269434128674,0.053571389332032426,-0.060907586142887826,0.03335758790293907
